time,joint_name,position,velocity,force_x,force_y,force_z,torque,coord_x,coord_z
0,link_1_to_link_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34500000000000003
0,link_2_to_link_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495
0,link_3_to_link_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
0,link_4_to_gripper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
0.03333333333333333,link_1_to_link_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34500000000000003
0.03333333333333333,link_2_to_link_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495
0.03333333333333333,link_3_to_link_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
0.03333333333333333,link_4_to_gripper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
0.06666666666666667,link_1_to_link_2,0.14261920050068724,0.5974019100717451,0.0,0.0,0.0,66.60908325247817,0.0,0.34500000000000003
0.06666666666666667,link_2_to_link_3,0.03344968037452092,0.14011369350602879,0.0,0.0,0.0,36.250216483845996,0.0,0.495
0.06666666666666667,link_3_to_link_4,0.19493897795179632,0.8165584813755546,0.0,0.0,0.0,10.678205247971402,0.0,0.62
0.06666666666666667,link_4_to_gripper,0.1496031437853269,0.6266561832932274,0.0,0.0,0.0,0.11914740476701115,0.0,0.68
0.1,link_1_to_link_2,0.4072655584646076,1.1085480719716627,0.0,0.0,0.0,77.4962014976192,0.00018668790411120663,0.34499976765048324
0.1,link_2_to_link_3,0.2036652056199111,0.7129971248504611,0.0,0.0,0.0,42.94706237728681,0.0006038490716052506,0.49499918118062947
0.1,link_3_to_link_4,0.5649570412561755,1.5499280391634143,0.0,0.0,0.0,12.639852023199982,0.0011580855067976961,0.6199977788233904
0.1,link_4_to_gripper,0.49448734871323147,1.4446475793875493,0.0,0.0,0.0,0.1418289386043866,0.0015727111894702664,0.6799963177781736
0.13333333333333333,link_1_to_link_2,0.77974619928999,1.5602432597619198,0.0,0.0,0.0,74.45934283355405,0.0005331048801356674,0.34499810530397934
0.13333333333333333,link_2_to_link_3,0.5266183509705291,1.3527829718496243,0.0,0.0,0.0,41.427138820837435,0.0018659011068028336,0.49499194711177785
0.13333333333333333,link_3_to_link_4,1.0918149789191847,2.206897368596772,0.0,0.0,0.0,12.187041117397548,0.0036916761108916575,0.6199771540301523
0.13333333333333333,link_4_to_gripper,1.031233940356357,2.2483188655272057,0.0,0.0,0.0,0.13691105584973084,0.005009253934601783,0.6799623750994157
0.16666666666666666,link_1_to_link_2,1.2484660822572864,1.9633692545620343,0.0,0.0,0.0,67.87529816940709,0.0010206538817286396,0.3449930547827845
0.16666666666666666,link_2_to_link_3,0.9941099486601207,1.958224225222101,0.0,0.0,0.0,37.79937807325041,0.0037511868033426534,0.49496661578998014
0.16666666666666666,link_3_to_link_4,1.758733566400242,2.7935820466306276,0.0,0.0,0.0,11.11657955430773,0.007553261261669033,0.6199033300203144
0.16666666666666666,link_4_to_gripper,1.7434090097144577,2.9831519546202805,0.0,0.0,0.0,0.12493970394158263,0.010243644920322224,0.6798416305337868
0.19999999999999998,link_1_to_link_2,1.8032426690291006,2.3238427325146036,0.0,0.0,0.0,60.71467173919066,0.0016341089612004192,0.3449821958060907
0.19999999999999998,link_2_to_link_3,1.592125101699422,2.50496001536486,0.0,0.0,0.0,33.819927570631414,0.006202993619025654,0.49490695022616593
0.19999999999999998,link_3_to_link_4,2.5502496232568928,3.3154947058922866,0.0,0.0,0.0,9.94680934931177,0.012626733057299989,0.6197276316196763
0.19999999999999998,link_4_to_gripper,2.611991938550993,3.638311664355154,0.0,0.0,0.0,0.1118595239054293,0.017116660271755374,0.6795555318904885
0.2333333333333333,link_1_to_link_2,2.434894356509393,2.6458564013542425,0.0,0.0,0.0,53.78616649511024,0.002360049476442274,0.34496285857989106
0.2333333333333333,link_2_to_link_3,2.3060680384379113,2.990557180186614,0.0,0.0,0.0,29.973343203491385,0.009162024055547946,0.4947940636179638
0.2333333333333333,link_3_to_link_4,3.4520871444459016,3.7776081750653603,0.0,0.0,0.0,8.822273714212866,0.01878317217657547,0.6193934431332422
0.2333333333333333,link_4_to_gripper,3.618302783397322,4.215225009862621,0.0,0.0,0.0,0.09934673915397584,0.025450432840251613,0.6790131436418277
0.26666666666666666,link_1_to_link_2,3.1350622143582454,2.9328562646635437,0.0,0.0,0.0,47.27385876279876,0.003186309984134897,0.3449322856229876
0.26666666666666666,link_2_to_link_3,3.1221652538731477,3.4184600221685657,0.0,0.0,0.0,26.375238229041383,0.012571445887905399,0.49460796264092105
0.26666666666666666,link_3_to_link_4,4.451041992778787,4.1844122837206665,0.0,0.0,0.0,7.778646081389906,0.025895715030717976,0.6188410303216669
0.26666666666666666,link_4_to_gripper,4.744745315456088,4.718431444542535,0.0,0.0,0.0,0.08783190113379316,0.035068058215078426,0.6781189751238548
0.3,link_1_to_link_2,3.896105944112797,3.1878525206099653,0.0,0.0,0.0,41.18753867579006,0.004101739381366535,0.3448877542329008
0.3,link_2_to_link_3,4.0277594785987745,3.793344218041832,0.0,0.0,0.0,23.036596860262165,0.016377898814034012,0.49432870327879996
0.3,link_3_to_link_4,5.534878790014152,4.53996495984655,0.0,0.0,0.0,6.820288244184697,0.033842740529834214,0.6180111975504289
0.3,link_4_to_gripper,5.974922832063834,5.152955531714976,0.0,0.0,0.0,0.07738342422132942,0.04579764283626217,0.6767789897806907
0.3333333333333333,link_1_to_link_2,4.711026838267826,3.4135326591123567,0.0,0.0,0.0,35.49410971040417,0.00509606128482175,0.3448266674346876
0.3333333333333333,link_2_to_link_3,5.01129212679335,4.119811922845056,0.0,0.0,0.0,19.940968143963538,0.020531405910436014,0.4939372444326098
0.3333333333333333,link_3_to_link_4,6.692238779066964,4.847938185556101,0.0,0.0,0.0,5.9429218178329295,0.042507946706016854,0.6168480420201768
0.3333333333333333,link_4_to_gripper,7.293582177041237,5.523587347691388,0.0,0.0,0.0,0.06796533154085646,0.05747235728959376,0.6749052032143381
0.36666666666666664,link_1_to_link_2,5.573403374258241,3.612314386794271,0.0,0.0,0.0,30.15527784227357,0.006159773594608137,0.3447466199186503
