timestamp,target_x,target_z,actual_x,actual_z,joint1_angle,joint2_angle,joint3_angle,joint1_torque,joint2_torque,joint3_torque,kp,kd,radius,center_x,center_z
1752856890.3572602,0.35,0.3,0.35843873532565856,0.2935900237332828,0.8653026060705178,0.8261146980582439,0.396440986654298,-9.826302112496426,-4.885834720737937,-1.0339120827481696,0.5,0.5,0.05,0.3,0.3
1752856890.3811924,0.34999383162408304,0.300785365865591,0.35845942657635094,0.294397148872261,0.863512049868592,0.8254906555554382,0.39631029966409287,-9.788171888582038,-4.862472297596541,-1.0285150286329667,0.5,0.5,0.05,0.3,0.3
1752856890.4039195,0.34997532801828657,0.3015705379539064,0.3584670304291946,0.2952032973871281,0.8616505215965342,0.8249489934881848,0.3962434123330991,-9.803230684822099,-4.878493051449476,-1.0325346234386088,0.5,0.5,0.05,0.3,0.3
1752856890.4268496,0.3499444937480985,0.30235532253548214,0.3584615667753882,0.2960087724118863,0.8597365649507848,0.8244684313332121,0.39624108017996856,-9.673582936394238,-4.846024156916852,-1.0310847327724848,0.5,0.5,0.05,0.3,0.3
1752856890.4486873,0.3499013364214136,0.30313952597646565,0.35844502824372976,0.29681199550269316,0.8577413616499808,0.824075156720766,0.3963201374724166,-9.881386487223104,-4.911390506920205,-1.035657762289672,0.5,0.5,0.05,0.3,0.3
1752856890.4719567,0.3498458666866564,0.30392295478639225,0.3584138833981499,0.29761519216236776,0.8556722016150973,0.8237645206000431,0.3964714041011767,-9.813338071001445,-4.893137269881786,-1.0360363103187993,0.5,0.5,0.05,0.3,0.3
1752856890.4950945,0.349778098230154,0.3047054156659257,0.3583691725747465,0.29841769566022197,0.8535254209392835,0.8235554126889644,0.3966603359644417,-9.774829614834365,-4.871848211265161,-1.0368874489954125,0.5,0.5,0.05,0.3,0.3
1752856890.5188391,0.349698047772759,0.30548671555455226,0.3583113347710673,0.2992194278435767,0.8514385876087601,0.8230096469067535,0.3975589376127401,-9.889911835947734,-5.160950394606767,-1.0245336680915473,0.5,0.5,0.05,0.3,0.3
1752856890.541902,0.3496057350657239,0.3062666616782152,0.35823882815244956,0.3000138563980594,0.8493018293223372,0.82248898911186,0.39859771639829455,-9.753239155471691,-4.918150105403175,-1.0389699997934712,0.5,0.5,0.05,0.3,0.3
1752856890.565961,0.3495011828858279,0.3070450615968791,0.3581538311796124,0.3008063757908749,0.8470635861894568,0.8221811087185178,0.3994703665161693,-9.609691693795181,-4.763809829649071,-1.043123420686756,0.5,0.5,0.05,0.3,0.3
1752856890.5913646,0.34938441702975687,0.3078217232520115,0.3580582161170065,0.3015987900930024,0.8447082557860917,0.8221374382979064,0.40010747860486484,-9.55680636176352,-4.709789155173232,-1.0375762898155036,0.5,0.5,0.05,0.3,0.3
1752856890.6191976,0.3492554663077387,0.3085964550139705,0.35795170246744307,0.3023906542742711,0.8422539022995673,0.8222743102143845,0.40066446569368647,-9.649219980681718,-4.789867121175679,-1.0335888427038804,0.5,0.5,0.05,0.3,0.3
1752856890.644786,0.3491143625364344,0.30936906572928624,0.3578322967123652,0.303180973765553,0.8397271924030425,0.8225216265252279,0.401238868395349,-9.60255908513052,-4.812911347074464,-1.0294630216335885,0.5,0.5,0.05,0.3,0.3
1752856890.6668024,0.3489611405310883,0.3101393647678256,0.3577004343664236,0.3039679505143861,0.837148837521953,0.8228215982187914,0.4019152337300359,-9.574927391814313,-4.8361009348841035,-1.025883637773525,0.5,0.5,0.05,0.3,0.3
1752856890.6888964,0.34879583809693737,0.3109071620698271,0.3575562134835392,0.30475014726508143,0.8344998680930727,0.8231927620816988,0.4027048978279298,-9.694092162206921,-4.8703468394468805,-1.0261697779434467,0.5,0.5,0.05,0.3,0.3
1752856890.7106812,0.3486184960198838,0.31167226819279525,0.35739716554537865,0.3055286116523048,0.8317799040593116,0.8236458324833527,0.403556464979076,-9.703611396641973,-4.897346732638598,-1.0455055104322004,0.5,0.5,0.05,0.3,0.3
1752856890.732762,0.34842915805643154,0.3124344943582427,0.3572252469064014,0.30630573229561475,0.8289989421191893,0.8241940399698068,0.404418215480445,-9.520288998063348,-4.819900613400295,-1.0391879810325284,0.5,0.5,0.05,0.3,0.3
1752856890.7548697,0.34822787092288987,0.31319365249826864,0.3570426504494721,0.3070796292858502,0.8261401054981439,0.8248756250028041,0.4052460805476469,-9.547798695481307,-4.81199870281088,-1.0405043184323561,0.5,0.5,0.05,0.3,0.3
1752856890.7769825,0.34801468428384713,0.31394955530196145,0.35684857181966495,0.30785109642889913,0.8232134141649631,0.8256606634797063,0.40609666855665216,-9.51159115505687,-4.807814782588748,-1.0310234811316976,0.5,0.5,0.05,0.3,0.3
1752856890.7994053,0.3477896507399165,0.3147020162616152,0.3566423598123358,0.30861836165595935,0.8202226424660694,0.826533899246706,0.40699886384663475,-9.508906668801872,-4.8170964608281155,-1.0290654021422172,0.5,0.5,0.05,0.3,0.3
1752856890.821458,0.34755282581475766,0.3154508497187474,0.35642362601180383,0.30938095628915585,0.8171774813363951,0.8274613373498275,0.4080057477270244,-9.520355047529211,-4.846255608375642,-1.029656626450503,0.5,0.5,0.05,0.3,0.3
1752856890.8437881,0.34730426794137725,0.3161958709099075,0.3561921411129847,0.31013857608967443,0.8140807429236466,0.8284355851490509,0.40912352785593603,-9.512296018340852,-4.855473767632306,-1.0322426237544493,0.5,0.5,0.05,0.3,0.3
